"iter","Phase.2.alpha","Phase.2.beta","Phase.1.alpha","Phase.1.beta"
39238,-1049.08,-674.058,-1664.69,-1075.65
39239,-1108.53,-635.441,-1795.26,-1134.39
39240,-696.492,-570.82,-1815.79,-1196.57
39241,-700.125,-325.55,-1762.39,-1301.58
39242,-709.988,-388.722,-1671.07,-1199.88
39243,-686.528,-614.595,-1750.19,-1122.92
39244,-746.318,-558.474,-1812.71,-1241.92
39245,-713.027,-499.545,-1958.11,-1245.44
39246,-689.463,-370.661,-1772.37,-1229.81
39247,-1004.4,-674.74,-1842.69,-1253.43
39248,-1112.63,-702.927,-1863.29,-1150.01
39249,-677.546,-624.027,-1950.97,-1149.4
39250,-672.865,-393.686,-1947.41,-1184.11
39251,-695.46,-307.865,-1742.62,-1215.04
39252,-638.65,-543.526,-1726.82,-1226.95
39253,-735.794,-232.335,-1630.18,-1271.11
39254,-710.22,-632.847,-1654.68,-1245.8
39255,-739.927,-641.56,-1689.6,-1219.06
39256,-634.128,-537.77,-1702.68,-1295.33
39257,-948.524,-582.812,-1724.27,-1175.85
39258,-834.935,-802.138,-1865.26,-1263.83
39259,-742.001,-717.501,-1819.39,-1276.87
39260,-624.817,-421.255,-1603.46,-1269.34
39261,-639.054,-330.262,-1800.17,-1237.02
39262,-546.23,-248.407,-1771.1,-1214.78
39263,-692.882,-367.494,-1737.07,-1242.79
39264,-402.999,-391.484,-1767.2,-1271.92
39265,-765.156,-379.461,-1840.74,-1244.89
39266,-791.034,-647.825,-1806.08,-1181.77
39267,-871.952,-656.533,-1637.65,-1161.86
39268,-1026.97,-613.549,-1626.29,-1319.28
39269,-945.192,-746.705,-1707.54,-1247.86
39270,-1009.68,-716.33,-1770.08,-1279.8
39271,-792.875,-728.997,-1750.66,-1348.01
39272,-970.999,-841.111,-1965.09,-1467.13
39273,-957.499,-672.611,-1741.06,-1291.97
39274,-857.699,-649.204,-1736.06,-1246.97
39275,-903.688,-628.067,-1765.5,-1123.01
39276,-911.606,-700.01,-1784.8,-1068.62
39277,-856.148,-693.94,-1901.22,-1255.71
39278,-809.452,-621.33,-1820.42,-1285.36
39279,-887.142,-742.321,-1705.79,-1198.45
39280,-763.587,-699.658,-1769.49,-1139.35
39281,-833.649,-535.57,-1751.78,-1125.9
39282,-736.108,-715.897,-1815.74,-1185.78
39283,-734.067,-681.133,-1769.09,-1079.93
39284,-868.433,-673.569,-1750.64,-1224.62
39285,-827.742,-664.672,-1879.75,-1226.07
39286,-1099.15,-629.445,-1732.12,-1231.95
39287,-723.428,-592.626,-1769.23,-1227.57
39288,-720.593,-604.601,-1968.03,-1373.17
39289,-771.222,-361.57,-1901.65,-1125.04
39290,-730.453,-358.116,-1913.74,-1185.64
39291,-705.999,-452.274,-1776.37,-1183.32
39292,-693.568,-413.191,-1800.79,-1268.69
39293,-658.593,-421.167,-1742.83,-1224.74
39294,-640.96,-189.661,-1808.1,-1148.52
39295,-812.737,-431.614,-1905.42,-1161.29
39296,-733.321,-171.961,-1756.02,-1059.91
39297,-825.95,-633.766,-1827.53,-1349.92
39298,-839.168,-618.888,-1843.12,-1170.65
39299,-856.837,-555.229,-1793.51,-1142.5
39300,-882.339,-617.16,-1856.95,-1236.69
39301,-513.372,-138.174,-1558.04,-1221.73
39302,-467.193,-413.244,-1770.56,-1228.31
39303,-460.509,-289.032,-1642.11,-1394.79
39304,-718.297,-202.288,-1833.65,-1262.64
39305,-675.973,-284.202,-1830.6,-1119.85
39306,-701.165,-433.564,-1896.13,-1119.22
39307,-989.913,-760.387,-1866.59,-1238
39308,-735.488,-116.873,-1814.48,-1156.58
39309,-413.548,-182.578,-1683.57,-1116.99
39310,-514.298,-423.632,-1753.08,-1146.71
39311,-894.987,-634.75,-1670.42,-1217.46
39312,-616.467,-506.508,-1670.13,-1158.12
39313,-706.987,-429.063,-1752.71,-1169.1
39314,-736.43,-407.469,-1668.92,-1215.21
39315,-642.221,-410.206,-1761.73,-1327.96
39316,-718.938,-528.817,-1943.28,-1235.38
39317,-881.412,-729.787,-1802.4,-1311.16
39318,-855.77,-791.682,-1806.61,-1102.61
39319,-652.206,-415.4,-1786.6,-914.62
39320,-419.986,-399.871,-1719.65,-1316.29
39321,-678.256,-339.621,-1833.64,-1270.63
39322,-734.528,-483.735,-1649.88,-1208.37
39323,-691.487,-175.259,-1902.7,-1193.27
39324,-601.978,-544.948,-1752.94,-1116.66
39325,-707.423,-669.692,-1809.96,-1356.93
39326,-988.723,-672.557,-1770.67,-1251.69
39327,-738.317,-408.67,-1921.54,-1221.82
39328,-782.182,-385.698,-1586.88,-962.843
39329,-1118.23,-674.912,-1775.01,-1231.16
39330,-1138.85,-753.834,-1927.96,-1411.74
39331,-848.029,-559.11,-1834.17,-1250.74
39332,-1180.57,-716.408,-1682.56,-1294.32
39333,-824.545,-523.017,-1879.73,-1242.97
39334,-1001.73,-474.861,-1808.98,-1199.26
39335,-986.665,-683.788,-1809.02,-1045.02
39336,-974.864,-699.317,-1902.36,-1211.31
39337,-1083.49,-559.507,-1857.71,-1257.19
39338,-564.772,-420.482,-1805.78,-1162.24
39339,-589.519,-373.037,-1740.49,-1025.75
39340,-601.093,-443.628,-1739.36,-1256.14
39341,-1108.09,-499.438,-1664.45,-1289.66
39342,-541.944,-379.639,-1815.44,-1198.34
39343,-896.363,-695.916,-1956.09,-1249.7
39344,-862.113,-656.502,-1893.3,-1273.3
39345,-954.012,-714.167,-1737.19,-1222.88
39346,-856.098,-658.521,-1802.25,-1157.63
39347,-813.636,-784.36,-1729.11,-1223.05
39348,-842.346,-737.431,-1790.61,-1177.47
39349,-987.917,-697.913,-1701.95,-1184.65
39350,-958.488,-773.52,-1672.64,-1158.9
39351,-736.938,-499.857,-1517.19,-1309.56
39352,-842.694,-708.257,-1773.71,-1218.6
39353,-863.423,-595.605,-1746.15,-1167.78
39354,-744.199,-707.51,-1674.97,-1169.02
39355,-658.349,-289.247,-1769.41,-924.857
39356,-726.679,-511.338,-1718.99,-1332.85
39357,-725.755,-529.533,-1856.64,-1353.41
39358,-828.722,-555.52,-1991.81,-899.218
39359,-930.162,-636.874,-1823.57,-1192.88
39360,-901.57,-715.99,-1979.65,-1224.14
39361,-756.712,-615.412,-1755.72,-1299.78
39362,-1082.47,-505.715,-1773.09,-1294.85
39363,-870.805,-497.078,-1670.8,-1150.42
39364,-735.31,-529.787,-1683.26,-1159.1
39365,-697.843,-638.93,-1680.62,-1264.86
39366,-826.44,-641.633,-1612.83,-1331.7
39367,-939.632,-619.838,-1940.46,-1248.68
39368,-993.089,-656.632,-1830.81,-1097.59
39369,-1025.57,-584.916,-1729.55,-1250.95
39370,-887.384,-570.909,-1682.62,-1221.26
39371,-1046.69,-573.291,-1669.92,-1293.2
39372,-914.957,-784.841,-1788.21,-1154.7
39373,-643.767,-369.753,-1775.69,-1366.37
39374,-520.994,-376.353,-1815.64,-1289.79
39375,-722.765,-308.243,-1646.5,-1254.13
39376,-670.337,-241.7,-1911.08,-1259.85
39377,-594.002,-502.952,-1621.6,-1248.81
39378,-566.358,-409.507,-1532.55,-1285.59
39379,-729.557,-307.862,-1798.75,-1126.02
39380,-714.698,-708.929,-1876.68,-1222.57
39381,-901.567,-513.105,-1769.79,-1107.08
39382,-530.929,-464.269,-1731.4,-1224.68
39383,-469.37,-363.852,-1707.16,-1036.13
39384,-589.078,-297.401,-1708.87,-1152.56
39385,-642.252,-334.248,-1875.92,-1319.99
39386,-752.546,-516.813,-1716.53,-1347.64
39387,-727.803,-450.76,-1927.23,-1261
39388,-671.492,-521.551,-1666.49,-1301
39389,-527.714,-356.714,-1695.66,-1276.89
39390,-632.412,-394.383,-1667.18,-1297.96
39391,-626.314,-348.676,-1652.21,-1166.49
39392,-623.866,-320.077,-1682.12,-1141.66
39393,-610.17,-475.991,-1726.28,-1298.05
39394,-598.56,-330.052,-1811.86,-1307.56
39395,-696.154,-459.238,-1751.73,-1406.05
39396,-696.852,-386.623,-1642.02,-1212.07
39397,-719.414,-377.329,-1783.68,-1281.09
39398,-697.286,-424.556,-1942.17,-1262.46
39399,-717.178,-387.277,-1770.43,-1258.28
39400,-723.792,-451.194,-1820.85,-1172.06
39401,-653.502,-366.85,-1889.02,-1157.66
39402,-773.201,-385.457,-1903.33,-1217.86
39403,-787.31,-737.174,-1768.95,-1154.49
39404,-671.705,-625.754,-1715.42,-1442.5
39405,-900.77,-672.9,-1642.18,-1344.44
39406,-473.437,-209.931,-1704.21,-1247.27
39407,-637.562,-372.881,-1798.05,-1222.59
39408,-636.606,-408.335,-1806.19,-1321.36
39409,-974.622,-790.563,-1782.19,-1349.11
39410,-984.604,-683.315,-1749.76,-1218.49
39411,-728.231,-514.097,-1862.17,-1245.39
39412,-655.119,-373.989,-1877.41,-1227.92
39413,-665.111,-435.101,-1849.7,-1283.69
39414,-687.961,-394.247,-1841.1,-1173.1
39415,-722.924,-397.602,-1703.59,-1215.25
39416,-748.023,-382.596,-1650.01,-1243.7
39417,-614.658,-247.373,-1594.89,-1202.1
39418,-634.005,-456.553,-1847.72,-1162.15
39419,-710.757,-348.463,-1784.42,-1145.44
39420,-698.181,-311.323,-1868.22,-1212.33
39421,-747.666,-185.261,-1849.45,-1408.81
39422,-799.294,-757.389,-1866.86,-1341.58
39423,-1019.09,-702.02,-1774.49,-1282.98
39424,-1124.92,-711.042,-1895.04,-1145.94
39425,-888.492,-584.544,-1575.08,-1271.43
39426,-720.469,-411.303,-1890.75,-1195.05
39427,-706.503,-259.938,-1911.44,-1260.22
39428,-651.425,-235.309,-1827.44,-1410.1
39429,-694.602,-236.583,-1694.82,-1353.07
39430,-667.791,-349.582,-1722.38,-1153.59
39431,-765.698,-406.473,-1800.29,-1157.86
39432,-728.137,-455.649,-1905.48,-1274.01
39433,-757.601,-700.896,-1688.88,-1224.12
39434,-776.089,-717.487,-1800.94,-1335.69
39435,-833.504,-646.097,-1826.14,-1333.18
39436,-659.905,-375.909,-1930.27,-1223.11
39437,-641.008,-407.902,-1906.66,-1338.28
39438,-605.202,-471.836,-1681.57,-1174
39439,-507.567,-376.092,-1732.38,-1317.36
39440,-670.282,-380.528,-1781.23,-1341.16
39441,-694.581,-270.863,-1873.5,-1312.53
39442,-680.97,-392.536,-1808.15,-1200.95
39443,-718.097,-464.155,-1825.62,-1291.75
39444,-683.106,-378.379,-1803.27,-1150.75
39445,-687.797,-490.483,-1860.65,-1373.79
39446,-717.745,-479.342,-1763.06,-1329.55
39447,-677.504,-247.907,-1735.62,-1229.67
39448,-679.964,-372.457,-1723.03,-1286.72
39449,-757.681,-292.925,-1708.2,-1288.56
39450,-720.524,-288.669,-1756.84,-1217.8
39451,-728.909,-277.487,-1732.46,-1464.72
39452,-766.97,-252.438,-1713.14,-1092.93
39453,-691.471,-402.647,-1737.09,-1280.39
39454,-923.269,-685.265,-1724.53,-1282.36
39455,-739.718,-285.501,-1814.67,-1134.64
39456,-778.149,-541.028,-1635.05,-1343.66
39457,-733.537,-728.332,-1683.18,-1264.78
39458,-727.383,-655.769,-1710.26,-1253.43
39459,-742.753,-447.987,-1612.15,-1195.89
39460,-678.777,-438.556,-1738.27,-1247.58
39461,-686.262,-576.417,-1790.64,-1416.24
39462,-1046.15,-633.345,-1911.47,-1423.78
39463,-778.543,-355.84,-1855.4,-1213.68
39464,-361.09,-314.283,-1921.53,-1146.95
39465,-671.475,-401.476,-1716.56,-1196.7
39466,-631.808,-417.977,-1642.88,-1336.39
39467,-950.536,-555.705,-1667.97,-1362.38
39468,-841.838,-528.991,-1657.97,-1133.01
39469,-809.385,-674.907,-1863.34,-1168.25
39470,-767.932,-655.897,-1906.63,-1275.33
39471,-865.775,-747.42,-1768.04,-1123.52
39472,-882.571,-678.607,-1579.86,-1125.18
39473,-843.759,-733.177,-1767.25,-1135.51
39474,-923.084,-704.5,-1708.78,-1279.33
39475,-854.594,-553.349,-1742.07,-1348.65
39476,-707.973,-643.665,-1753.52,-1306.85
39477,-939.657,-846.432,-1767.14,-1348.65
39478,-785.968,-669.678,-1737.61,-1212.33
39479,-882.648,-599.668,-1792.85,-1260.54
39480,-960.048,-699.287,-1788.29,-1207.8
39481,-823.859,-715.737,-1837.75,-1259.2
39482,-940.72,-723.504,-1922.17,-1356.11
39483,-877.19,-731.177,-1869.62,-1315.21
39484,-821.342,-656.313,-1855.77,-1184.31
39485,-922.189,-622.04,-1871.04,-1375.9
39486,-762.447,-558.723,-1718.5,-1268.7
39487,-934.985,-581.711,-1752.44,-1249.94
39488,-984.459,-569.72,-1667.81,-1259.73
39489,-1015.72,-511.01,-1865.14,-1177.88
39490,-970.913,-491.773,-1858.95,-1203.39
39491,-736.352,-553.878,-1774.32,-1273.19
39492,-706.555,-625.141,-1860.85,-1360.14
39493,-640.084,-494.872,-1725.02,-1285.77
39494,-588.153,-475.354,-1749.4,-1273.89
39495,-660.063,-365.273,-1884.89,-1065.48
39496,-518.719,-501.811,-1855.37,-1177.64
39497,-621.635,-542.461,-1843.22,-1098.29
39498,-568.117,-363.044,-1748.66,-1241.77
39499,-626.599,-473.949,-1900.87,-1257.35
39500,-603.574,-190.328,-1820.68,-1089.61
39501,-697.603,-650.276,-1870.18,-1180.37
39502,-486.303,-246.722,-1759.85,-1263.26
39503,-502.42,-314.944,-1666.4,-1118.76
39504,-629.751,-450.459,-1808.59,-1193.8
39505,-740.778,-475.822,-1813.8,-1227.66
39506,-543.24,-511.543,-1921.41,-1225.06
39507,-668.443,-407.837,-1943.11,-1187.75
39508,-682.261,-333.087,-1743.3,-1145.51
39509,-806.696,-632.902,-1577.66,-1294.85
39510,-639.114,-255.302,-1515.26,-1276.25
39511,-638.948,-459.398,-1803.01,-1047.36
39512,-607.884,-373.503,-1898.21,-1261.32
39513,-634.758,-326.928,-1738.83,-1202.5
39514,-613.173,-415.153,-1882.59,-1112.72
39515,-628.835,-387.613,-1810.34,-1279.92
39516,-585.471,-479.94,-1811.4,-1306.23
39517,-635.966,-375.281,-1676.3,-1214.59
39518,-693.573,-338.833,-1985.49,-1286.75
39519,-667.134,-394.671,-1706.65,-1329.61
39520,-612.614,-388.907,-1617.47,-1276.9
39521,-656.616,-365.789,-1770.46,-1130.17
39522,-539.509,-192.521,-1810.53,-1243.34
39523,-645.271,-623.001,-1828.54,-1271.15
39524,-913.176,-709.225,-1734.29,-1004.35
39525,-898.072,-643.103,-1820.6,-1174.63
39526,-971.537,-693.346,-1912.35,-1265.28
39527,-926.042,-391.373,-1866.28,-1182.08
39528,-920.837,-516.568,-1863.45,-1119.74
39529,-917.566,-643.315,-1870.54,-1188.69
39530,-917.622,-597.594,-1831.59,-1209.21
39531,-829.164,-497.173,-1772.51,-1305.12
39532,-1003.07,-651.033,-1774.67,-1025.39
39533,-899.265,-581.07,-1781.98,-1285.43
39534,-1189.25,-807.125,-1807.83,-1239.51
39535,-741.671,-567.527,-1723.96,-1203.44
39536,-952.334,-651.755,-1849.8,-1214.43
39537,-992.59,-716.126,-1877.88,-1150.1
39538,-911.719,-649.417,-1655.69,-1177.16
39539,-985.583,-656.996,-1879.37,-1316.48
39540,-961.811,-687.025,-1914.11,-1170.09
39541,-644.966,-564.073,-1828.34,-1350.95
39542,-794.378,-468.075,-1928.87,-1231.27
39543,-874.463,-696.732,-1908.27,-1010.32
39544,-886.051,-643.728,-1708.28,-1238.48
39545,-826.786,-787.605,-1801.91,-1172.33
39546,-904.136,-671.336,-1909.23,-1354.89
39547,-670.994,-524.867,-1722.42,-1185
39548,-882.587,-868.654,-1826.07,-1225.7
39549,-970.05,-855.172,-1899.57,-1312.17
39550,-973.813,-739.284,-1832.76,-1119.85
39551,-929.437,-685.983,-1723.59,-1203.69
39552,-643.851,-623.243,-1722.05,-1208.17
39553,-758.817,-258.748,-1801.59,-1098.82
39554,-656.257,-256.923,-1714.76,-1298.86
39555,-702.821,-358.135,-1815.25,-1317.44
39556,-696.393,-638.376,-1845.81,-1274.87
39557,-620.979,-276.5,-1774.02,-1387.89
39558,-734.102,-141.545,-1831.51,-1333.38
39559,-737.751,-606.034,-1973.66,-1103.46
39560,-747.245,-691.66,-1800.92,-1192.63
39561,-744.143,-582.16,-1677.37,-1353.76
39562,-711.807,-472.781,-1875.21,-1346.3
39563,-645.917,-341.984,-1824.99,-1213.34
39564,-709.864,-416.464,-1785.86,-1207.98
39565,-634.479,-380.601,-1860.18,-1135.3
39566,-646.623,-407.413,-1956.77,-1114.19
39567,-704.337,-274.655,-1926.82,-1143.97
39568,-885.237,-566.467,-1857.49,-1263.23
39569,-876.793,-785.314,-1837.5,-1229.44
39570,-725.583,-525.318,-1936.21,-1209.01
39571,-902.949,-648.647,-1837.69,-1302.57
39572,-826.066,-692.454,-1823.42,-1286.64
39573,-945.649,-706.363,-1778.7,-1137.97
39574,-1028.57,-680.613,-1723.35,-1299.94
39575,-800.811,-703.4,-1671.75,-1281.77
39576,-912.794,-711.167,-1745.41,-1249.88
39577,-780.585,-748.659,-1737.11,-1215.85
39578,-707.457,-697.206,-1973.85,-1231.88
39579,-720.109,-692.514,-1942.3,-1282.53
39580,-684.619,-678.995,-1975.29,-1283.22
39581,-740.693,-509.377,-1770.02,-1320.83
39582,-773.821,-687.996,-1805.85,-1259.84
39583,-722.986,-719.758,-1726.69,-1144.95
39584,-779.297,-720.154,-1676.76,-1176.36
39585,-655.305,-425.421,-1714.33,-1098.17
39586,-584.318,-254.699,-1766.66,-1266.48
39587,-782.387,-532.041,-1871.52,-1189.69
39588,-729.079,-597.382,-1916.84,-1166.44
39589,-1063.9,-648.934,-1896.22,-1189.12
39590,-971.499,-736.643,-1862.75,-1215.95
39591,-805.795,-467.875,-1792.93,-1355.96
39592,-848.575,-559.66,-1817.45,-1342.38
39593,-700.006,-517.833,-1780.32,-1263.94
39594,-881.75,-615.469,-1916.6,-1190.52
39595,-786.597,-726.356,-1846.53,-1344.49
39596,-946.625,-730.449,-1909.49,-1259.26
39597,-909.258,-665.793,-1712.56,-1268.7
39598,-867.539,-592.388,-1793.29,-1205.94
39599,-946.826,-594.255,-1780.14,-1259.86
39600,-855.731,-659.044,-1777.98,-1207.27
39601,-755.366,-680.762,-1781.64,-1163.42
39602,-762.031,-580.972,-1777.21,-1263.76
39603,-728.929,-393.087,-1677.05,-1265.31
39604,-710.338,-450.218,-1745.64,-1230.67
39605,-781.239,-478.445,-1686.38,-1521.32
39606,-712.12,-281.275,-1758.42,-1260.13
39607,-757.756,-319.253,-1763.9,-1293.7
39608,-656.244,-472.309,-1773.3,-1218.58
39609,-778.95,-320.171,-1948.65,-1127.48
39610,-745.218,-278.946,-1749.98,-1311.24
39611,-732.652,-510.53,-1824.85,-1113.88
39612,-727.829,-393.461,-1728.72,-1219.92
39613,-690.52,-476.401,-1739.66,-1274.33
39614,-477.384,-450.722,-1704.44,-1244.92
39615,-693.791,-256.486,-1871.97,-1171.79
39616,-715.094,-362.423,-1801.75,-1229.82
39617,-664.007,-320.14,-1762.26,-1333.94
39618,-662.159,-135.041,-1810.14,-1301.91
39619,-675.267,-312.073,-1856.72,-1166.95
39620,-744.68,-433.013,-1899.43,-1296.16
39621,-843.008,-708.694,-1837.87,-1238.67
39622,-777.784,-754.17,-1852.72,-1296
39623,-911.865,-556.407,-1847.95,-1142.41
39624,-982.064,-710.716,-1752.88,-1328.01
39625,-790.454,-536.707,-1850.29,-1240.8
39626,-859.788,-696.82,-1837.57,-1242.79
39627,-827.354,-679.305,-1668.12,-1241.56
39628,-730.468,-696.768,-1725.89,-1083.19
39629,-730.685,-649.505,-1657.22,-1156.14
39630,-907.314,-692.021,-1700.9,-1291.75
39631,-959.117,-597.987,-1742.52,-1300.05
39632,-1009.36,-638.151,-1782.73,-1226.33
39633,-984.97,-431.597,-1766.33,-1268.53
39634,-1125.4,-683.738,-1882.63,-1351.56
39635,-638.652,-300.918,-1934.78,-1315.82
39636,-542.92,-357.22,-1947.32,-1179.87
39637,-541.245,-373.762,-1913.05,-1259.74
39638,-545.547,-445.731,-1905.42,-1235.24
39639,-730.147,-446.818,-1863.26,-1086.49
39640,-648.762,-190.551,-1953.13,-1158.78
39641,-733.744,-481.543,-1704.25,-1237.42
39642,-706.89,-410.049,-1960.75,-1126.32
39643,-712.594,-456.98,-1847.59,-1220.73
39644,-715.754,-270.664,-1760.89,-1222.88
39645,-692.236,-285.064,-1786.61,-1250.78
39646,-683.461,-361.68,-1964.77,-1402.3
39647,-707.043,-571.651,-1856.68,-1346.25
39648,-661.472,-607.756,-1886.34,-1451.35
39649,-860.269,-707.284,-1907.2,-1429.47
39650,-759.208,-628.564,-1794.08,-1341.39
39651,-780.094,-610.337,-1645.7,-1300.55
39652,-931.992,-719.549,-1730.78,-1261.34
39653,-1064.27,-644.009,-1618.34,-1220.74
39654,-781.004,-678.163,-1529.15,-1214.98
39655,-867.091,-679.034,-1777.79,-1198.66
39656,-928.016,-742.262,-1758.47,-1381.99
39657,-1015.6,-730.19,-1844.16,-1425.32
39658,-951.655,-676.065,-1887.79,-1579.44
39659,-1145.86,-661.885,-1961.61,-1329.91
39660,-1087.58,-667.409,-1884.46,-1204.01
39661,-1023.15,-787.192,-1587.6,-1087.44
39662,-915.587,-729.177,-1716.14,-1106.82
39663,-730.224,-600.368,-1598.84,-1171.97
39664,-748.256,-616.135,-1807.51,-1294.43
39665,-777.172,-643.965,-1799.07,-1229.2
39666,-918.258,-743.294,-1686.57,-1222.45
39667,-978.538,-478.927,-1772.74,-1318.85
39668,-963.488,-610.702,-1744.23,-1254.97
39669,-988.228,-597.159,-1704.55,-1207.58
39670,-958.274,-351.686,-1926.17,-1161.98
39671,-920.43,-546.628,-1657.27,-1283.65
39672,-853.704,-559.242,-1721.15,-1210.99
39673,-938.476,-554.393,-1951.95,-1248.54
39674,-911.001,-824.666,-1755.9,-1274.86
39675,-870.205,-662.821,-1794.28,-1192.22
39676,-900.621,-640.404,-1790.32,-1373.77
39677,-797.237,-606.857,-1776.31,-1153.26
39678,-947.619,-628.582,-1816.81,-1256.89
39679,-926.313,-587.764,-1841.23,-1294.25
39680,-891.774,-661.616,-1825.26,-1184.06
39681,-959.773,-740.126,-1870.36,-1319.8
39682,-980.69,-541.44,-1906.1,-1116.31
39683,-960.961,-633.13,-1623.75,-1262.18
39684,-848.628,-678.792,-1802.97,-1205.48
39685,-690.763,-339.539,-1888,-1243.39
39686,-650.941,-370.971,-1573.2,-1275.48
39687,-677.309,-375.552,-1764.59,-1167.49
39688,-809.826,-359.26,-1866.22,-1204.28
39689,-569.135,-433.03,-1643.98,-1116.88
39690,-684.032,-244.218,-1675.84,-1142.15
39691,-736.514,-136.115,-1890.85,-1228.11
39692,-776.691,-564.532,-1965.09,-1209.58
39693,-777.122,-603.559,-1722.14,-1222.2
39694,-714.24,-381.302,-1898.74,-1216.82
39695,-736.475,-524.793,-1846.87,-1233.83
39696,-700.489,-432.869,-1917.81,-1133.68
39697,-695.203,-445.397,-1762.03,-1216.15
39698,-741.595,-693.196,-1748.21,-1394.05
39699,-689.923,-428.665,-1772.42,-1310.53
39700,-630.563,-446.91,-1773.54,-1185.78
39701,-555.489,-351.433,-1732.18,-1274.67
39702,-882.135,-594.105,-1878.76,-1310.43
39703,-862.949,-745.996,-1930.93,-1249.58
39704,-980.74,-604.169,-1763.22,-1318.97
39705,-993.995,-656.782,-1692.1,-1141.49
39706,-922.672,-668.833,-1841.03,-1172.02
39707,-1022.02,-583.914,-1807.37,-1202.96
39708,-608.759,-405.415,-1678.07,-1341.69
39709,-772.206,-614.714,-1653.7,-1008.53
39710,-865.682,-597.264,-1730.92,-1290.05
39711,-685.571,-553.323,-1865.27,-1220.35
39712,-754.937,-614.946,-1786.5,-1225.18
39713,-931.984,-723.36,-1905.99,-1360.64
39714,-846.344,-762.392,-1921.98,-1404.42
39715,-988.704,-520.062,-1750.68,-1262.2
39716,-541.44,-365.857,-1953.73,-1370.21
39717,-774.963,-504.715,-1897.64,-1089.51
39718,-714.183,-397.822,-1804.45,-1188.41
39719,-720.951,-493.478,-1742.73,-1200.18
39720,-697.109,-504.915,-1855.45,-1285.76
39721,-499.919,-384.248,-1798.71,-1215.9
39722,-776.182,-379.608,-1758.95,-1229.83
39723,-933.109,-683.801,-1780.11,-1214.15
39724,-774.975,-717.817,-1712.01,-1156.67
39725,-1007.57,-764.834,-1663.66,-1178.51
39726,-884.907,-510.006,-1981.02,-1411.53
39727,-925.109,-661.168,-1894.6,-1188.53
39728,-868.364,-467.849,-1715.62,-1288.37
39729,-928.713,-487.857,-1668.64,-1418.93
39730,-998.466,-709.348,-1818.97,-1354.26
39731,-978.332,-647.069,-1752.67,-1349.21
39732,-813.904,-607.039,-1730.14,-1352.46
39733,-934.403,-681.559,-1705.14,-1289.85
39734,-889.926,-711.896,-1695.69,-1241.57
39735,-842.023,-752.634,-1816.89,-1187.45
39736,-865.52,-621.11,-1754.77,-1254.65
39737,-965.635,-711.388,-1795.13,-1374.95
39738,-811.295,-726.068,-1920.42,-1184.14
39739,-669.557,-658.148,-1842.94,-1347.69
39740,-663.52,-541.012,-1719.55,-1359.19
39741,-680.761,-623.025,-1857.42,-1207.36
39742,-929.13,-739.86,-1912.67,-1281.14
39743,-702.41,-688.78,-1813.69,-1304.58
39744,-1119.74,-592.113,-1839.94,-1251.27
39745,-585.493,-433.416,-1911.66,-1294.59
39746,-865.276,-644.601,-1990.69,-1121.86
39747,-751.313,-706.592,-1787.37,-1240.54
39748,-1169.34,-650.933,-1776.45,-1247.09
39749,-909.342,-627.545,-1617.49,-1236.46
39750,-1060.66,-607.158,-1681.11,-1241.97
39751,-1000.84,-646.956,-1736.09,-1100.04
39752,-1028,-639.944,-1795.31,-1408.27
39753,-1114.03,-715.412,-1934.26,-1268.98
39754,-759.7,-734.165,-1670.33,-1401.8
39755,-672.366,-455.873,-1873.84,-1286.64
39756,-564.469,-336.302,-1933.28,-1216.2
39757,-714.264,-371.88,-1888.13,-1168.86
39758,-646.22,-355.697,-1919.99,-1133.33
39759,-740.631,-366.778,-1878.26,-1235.9
39760,-807.773,-702.668,-1914.73,-1099.81
39761,-829.171,-402.075,-1821.4,-1203.59
39762,-729.915,-416.351,-1867.47,-1264.06
39763,-622.463,-405.698,-1771.53,-1311.92
39764,-636.414,-281.553,-1843.53,-1218.44
39765,-876.329,-709.889,-1832.27,-1282.84
39766,-672.574,-640.865,-1698.51,-1277.05
39767,-867.379,-697.64,-1900.88,-1248.07
39768,-740.448,-725.445,-1902.2,-1263.27
39769,-831.084,-675.425,-1625.63,-1281.62
39770,-564.418,-482.01,-1761.23,-1226.37
39771,-575.896,-447.068,-1841.36,-1189.22
39772,-481.966,-277.834,-1743.17,-1072.01
39773,-455.854,-224.007,-1790.74,-1226.02
39774,-456.676,-250.629,-1772.12,-1263
39775,-757.771,-314.821,-1740.48,-1184.1
39776,-531.516,-444.421,-1840.95,-1321.64
39777,-635.867,-360.439,-1893.26,-1291.08
39778,-735.376,-427.622,-1827.42,-1245.36
39779,-434.567,-257.397,-1861.41,-1248.16
39780,-714.076,-316.86,-1909.64,-1204.34
39781,-773.448,-403.145,-1824.42,-1260.69
39782,-617.942,-392.417,-1879.24,-1284.92
39783,-544.357,-483.835,-1624.25,-1332.35
39784,-578.214,-436.841,-1777.19,-1113.05
39785,-693.328,-471.1,-1687.62,-1333.67
39786,-952.08,-698.342,-1794.97,-1202.58
39787,-822.963,-646.546,-1915.99,-1313.55
39788,-985.426,-521.622,-1935.02,-1413.02
39789,-634.084,-627.136,-1931.01,-1266.1
39790,-984.883,-645.889,-1865.06,-1337.3
39791,-756.991,-743.343,-1820.71,-1280.33
39792,-998.265,-710.784,-1809.17,-1211.01
39793,-988.143,-709.645,-1973.3,-1227.69
39794,-530.805,-354.566,-1554.95,-1412.83
