"iter","Phase.2.alpha","Phase.2.beta","Phase.1.alpha","Phase.1.beta"
55276,-734.463,-182.005,-1779.94,-1253.51
55277,-571.584,-392.276,-1848.19,-1212.37
55278,-734.133,-346.529,-1797.5,-1104.18
55279,-664.119,-313.214,-1710.82,-1215.82
55280,-640.112,-449.787,-1934.78,-1315.59
55281,-877.646,-174.695,-1862.55,-1409.31
55282,-736.373,-453.369,-1695.6,-1276.95
55283,-635.082,-364.824,-1799.29,-1389.96
55284,-616.17,-392.135,-1735.66,-1285.67
55285,-520.709,-308.379,-1690.72,-1257.73
55286,-552.359,-551.141,-1813.68,-1236.34
55287,-846.464,-525.031,-1644.62,-1187.59
55288,-714.302,-244.957,-1706.29,-1514.83
55289,-708.455,-389.093,-1453.93,-1319.28
55290,-588.568,-427.767,-1817.7,-1316.44
55291,-805.204,-336.364,-1842.08,-1343.77
55292,-689.497,-588.565,-1815.89,-1190.15
55293,-674.081,-181.255,-1776.73,-1228.61
55294,-690.617,-250.949,-1720.96,-1252.52
55295,-615.723,-289.38,-1862.45,-1245.02
55296,-761.777,-327.041,-1820,-1225.46
55297,-672.503,-340.774,-1877.35,-1216.1
55298,-661.209,-598.929,-1859.34,-1263.18
55299,-801.439,-485.766,-1922.42,-1037.85
55300,-665.081,-489.754,-1866.54,-1258.9
55301,-768.755,-403.653,-1716.86,-1011.59
55302,-992.275,-671.862,-1716.07,-1202.68
55303,-672.343,-666.725,-1934.78,-1258.94
55304,-559.444,-536.705,-1768.9,-1293.41
55305,-534.996,-498.133,-1642.01,-1318.94
55306,-846.29,-741.991,-1795.74,-1278.68
55307,-1034.05,-688.377,-1655.06,-1225.39
55308,-883.762,-624.602,-1711.93,-1152
55309,-724.325,-430.35,-1668.53,-1261.18
55310,-816.887,-636.634,-1730.08,-1080.23
55311,-740.233,-573.581,-1872.66,-1196.29
55312,-725.727,-388.209,-1766.58,-1426.85
55313,-918.295,-364.177,-1680.56,-1239.19
55314,-791.913,-250.34,-1710.17,-1271.14
55315,-747.195,-421.38,-1816.29,-1249.28
55316,-674.963,-559.792,-1847.55,-1247.1
55317,-709.561,-650.583,-1733.45,-1196.87
55318,-545.445,-375.326,-1729.38,-1405.39
55319,-563.862,-332.141,-1716.24,-1287.73
55320,-806.577,-449.667,-1779.29,-1315.92
55321,-936.807,-650.961,-1810.1,-1091.47
55322,-742.173,-699.178,-1803.34,-1209.37
55323,-905.246,-764.682,-1800.57,-1732
55324,-980.447,-745.475,-1885.34,-1222.53
55325,-841.656,-311.821,-1791.03,-1167.85
55326,-735.134,-288.803,-1650.96,-1260.03
55327,-579.98,-124.297,-1803.23,-1251.5
55328,-679.142,-635.326,-1664.64,-1229.42
55329,-728.515,-533.844,-1686.74,-1252.39
55330,-930.081,-511.144,-1870.51,-1201
55331,-932.06,-553.059,-1953.3,-1137.57
55332,-937.675,-614.176,-1779.61,-1238.6
55333,-706.263,-685.443,-1795.69,-1357.57
55334,-907.702,-660.891,-1759.5,-1231.71
55335,-860.438,-695.306,-1730.42,-1239.24
55336,-865.309,-670.732,-1868.74,-1119.2
55337,-887.977,-706.715,-1767.1,-1155.03
55338,-978.698,-740.174,-1758.35,-990.129
55339,-601.952,-394.293,-1862.54,-1392.83
55340,-761.784,-217.437,-1809.56,-1155.93
55341,-780.264,-188.579,-1597.44,-1287.04
55342,-797.911,-165.081,-1748.11,-1262.99
55343,-736.009,-291.965,-1726.71,-1181.88
55344,-680.545,-356.982,-1934.41,-1172.13
55345,-629.804,-475.975,-1734.43,-1173.72
55346,-725.438,-386.042,-1757.5,-1108.88
55347,-659.464,-256.03,-1649.09,-1173.31
55348,-660.832,-410.351,-1707.5,-1296.33
55349,-709.327,-450.355,-1747.58,-1288.29
55350,-652.951,-394.996,-1886.77,-1213.79
55351,-775.559,-278.844,-1952.24,-1251.07
55352,-658.843,-538.038,-1958.19,-1247.32
55353,-855.589,-722.374,-1759.22,-1236.52
55354,-659.564,-634.349,-1971.1,-1178.45
55355,-1020.7,-716.853,-1912.05,-1195.6
55356,-887.142,-462.686,-1906.05,-1266.33
55357,-870.554,-518.379,-1783.36,-1229.88
55358,-940.488,-541.112,-1760.5,-1264.59
55359,-857.737,-698.427,-1723.42,-1183.73
55360,-1104.68,-737.699,-1807.95,-1250.88
55361,-940.624,-725.377,-1771.26,-1260.77
55362,-828.643,-587.264,-1738.49,-1362.21
55363,-840.928,-551.439,-1706.48,-1200.81
55364,-724.689,-671.982,-1721.92,-1317.31
55365,-766.72,-728.062,-1707.52,-1173.96
55366,-1096.81,-701.348,-1655.55,-1257.95
55367,-888.552,-800.989,-1795.18,-1203.75
55368,-949.776,-747.046,-1744.06,-1240.42
55369,-1056.16,-723.352,-1914.19,-1208.99
55370,-819.51,-680.569,-1876.92,-1177.27
55371,-994.969,-696.039,-1764.16,-1197.94
55372,-882.61,-736.876,-1829.38,-1285.23
55373,-727.881,-363.616,-1744.02,-1201.38
55374,-690.304,-518.085,-1872.1,-1194.33
55375,-689.275,-355.427,-1869.38,-1295.4
55376,-625.727,-487.199,-1836.03,-1272.03
55377,-622.315,-372.685,-1780.85,-1271.07
55378,-697.21,-248.516,-1560.82,-1246.54
55379,-913.632,-464.887,-1869.29,-1398.56
55380,-912.275,-656.526,-1752.25,-1289
55381,-708.913,-531.214,-1726.43,-1237.25
55382,-934.83,-634.843,-1976.02,-1471.11
55383,-918.877,-590.668,-1747.69,-1251.45
55384,-819.278,-723.839,-1863.62,-1137.26
55385,-692.018,-341.752,-1887.75,-1110.25
55386,-698.063,-239.766,-1915.25,-1240.04
55387,-718.031,-308.245,-1904.37,-1304
55388,-706.69,-574.776,-1678.67,-1119.82
55389,-782.256,-377.087,-1802.33,-1242.02
55390,-403.658,-389.552,-1649.92,-1187.95
55391,-519.16,-487.284,-1721.01,-1169.74
55392,-565.875,-328.246,-1706.95,-1185.85
55393,-400.086,-347.97,-1746.47,-1223.46
55394,-610.957,-375.253,-1820.09,-1163.49
55395,-598.125,-324.548,-1907.53,-1302.06
55396,-744.403,-692.006,-1702.78,-1289.51
55397,-693.03,-357.283,-1825.17,-1213.51
55398,-681.5,-290.197,-1893.91,-1139.3
55399,-571.108,-272.387,-1877.11,-1184.55
55400,-630.453,-276.791,-1834.51,-1141.78
55401,-665.745,-269.961,-1753.15,-1209.1
55402,-781.218,-127.196,-1937.43,-1136.96
55403,-667.809,-384.882,-1860.98,-1246.05
55404,-601.26,-372.952,-1893.78,-1173.69
55405,-700.373,-470.411,-1903.74,-1124.83
55406,-908.185,-664.434,-1667.46,-1170.31
55407,-843.033,-756.689,-1641.98,-1216.11
55408,-1033.53,-819.971,-1956.54,-1364.09
55409,-803.337,-694.386,-1813.48,-1359.07
55410,-688.04,-501.045,-1794.65,-1113.23
55411,-757.947,-405.573,-1757.39,-1096.78
55412,-692.86,-260.772,-1683.59,-1185.19
55413,-880.715,-731.844,-1811.61,-1187.36
55414,-712.491,-533.695,-1871.82,-1141.45
55415,-551.569,-221.053,-1608.23,-1269.46
55416,-659.604,-314.126,-1617.62,-1084.6
55417,-584.17,-300.438,-1713.97,-1063.24
55418,-603.254,-332.436,-1855.31,-1309.99
55419,-762.085,-668.616,-1777.89,-1350.62
55420,-877.879,-473.031,-1895.15,-1180.87
55421,-727.534,-653.974,-1878.19,-1315.36
55422,-705.884,-365.593,-1845.38,-1398.05
55423,-908.289,-686.54,-1778.52,-1332.36
55424,-921.907,-664.743,-1826.65,-1204.7
55425,-923.986,-730.936,-1487.85,-1288.44
55426,-721.453,-706.838,-1701.93,-1282.91
55427,-739.013,-653.258,-1819.92,-1338.98
55428,-1031.32,-907.536,-1777.63,-1239.66
55429,-873.917,-621.565,-1757.8,-1198.28
55430,-937.957,-761.039,-1754.17,-1210.26
55431,-1071.46,-760.348,-1748.16,-1216.41
55432,-1038.79,-660.451,-1678.84,-1289.9
55433,-978.602,-710.526,-1723.67,-1259.11
55434,-950.185,-649.447,-1813.58,-1180.64
55435,-867.408,-698.455,-1809.77,-1161.16
55436,-676.191,-638.664,-1855.21,-1265.3
55437,-680.162,-378.111,-1889.11,-1198.28
55438,-811.45,-497.313,-1645.5,-1123.19
55439,-480.145,-466.776,-1917.62,-1372.36
55440,-564.784,-381.522,-1932.88,-1377.05
55441,-521.701,-228.73,-1712.24,-1182.79
55442,-540.364,-446.902,-1860.89,-1150.01
55443,-626.194,-370.546,-1789.77,-1135.38
55444,-573.122,-521.544,-1908.84,-1095.41
55445,-1037.5,-703.334,-1928.68,-1228.26
55446,-936.53,-611.738,-1873.31,-1093.32
55447,-731.66,-704.397,-1754.03,-1210.64
55448,-975.187,-676.576,-1856.69,-1219.06
55449,-932.917,-654.405,-1889.23,-1208.23
55450,-1074.08,-625.572,-1787.65,-1196.49
55451,-872.583,-653.752,-1717.19,-1357.06
55452,-949.761,-765.741,-1687.93,-1138.36
55453,-805.41,-666.007,-1839.23,-1277.37
55454,-672.151,-339.753,-1723.4,-1183.78
55455,-698.152,-214.912,-1683.11,-1195.6
55456,-686.961,-604.279,-1896.7,-1293.07
55457,-454.195,-355.393,-1862.65,-1267.51
55458,-648.136,-208.803,-1941.52,-1280.62
55459,-726.186,-190.158,-1865.59,-1194.78
55460,-680.356,-284.367,-1748.38,-1264.06
55461,-631.209,-180.481,-1730.86,-1154.53
55462,-597.124,-363.432,-1806.02,-1443.8
55463,-621.504,-242.269,-1781.56,-1219.4
55464,-651.182,-313.374,-1721.85,-1314.74
55465,-649.28,-299.399,-1824.61,-1242.67
55466,-547.257,-221.718,-1734.86,-1200.48
55467,-586.662,-230.282,-1765.94,-1046.87
55468,-546.408,-344.395,-1905.95,-1027.92
55469,-499.598,-424.231,-1775.08,-1056.76
55470,-750.753,-674.424,-1720.08,-1083.59
55471,-737.606,-505.939,-1862.96,-1239.04
55472,-569.681,-392.662,-1782.01,-1367.73
55473,-736.385,-340.582,-1737.28,-1236.86
55474,-439.632,-408.912,-1879.4,-1192.1
55475,-780.306,-361.113,-1934.74,-1240.81
55476,-738.592,-218.092,-1874.55,-1198.66
55477,-750.254,-276.551,-1847.91,-1325.25
55478,-715.101,-488.857,-1835.05,-1268.16
55479,-788.484,-684.953,-1839.5,-1193.18
55480,-755.259,-730.643,-1814.96,-1286.9
55481,-946.605,-761.07,-1766.09,-1282.22
55482,-950.656,-778.991,-1632.46,-1301.41
55483,-783.242,-774.057,-1650.53,-1153.83
55484,-823.47,-730.953,-1690.64,-1256.22
55485,-1005.06,-585.483,-1727.24,-1151.43
55486,-901.723,-677.04,-1710.5,-1175.27
55487,-871.705,-627.484,-1775.82,-1274.76
55488,-885.806,-559.65,-1744.77,-1174.06
55489,-896.186,-544.905,-1784.97,-1168.98
55490,-739.39,-513.117,-1727.68,-1208.97
55491,-871.941,-694.703,-1764.94,-1166.71
55492,-923.061,-534.101,-1664.94,-1360.48
55493,-955.821,-654.039,-1896.62,-1314.12
55494,-920.574,-597.586,-1877.71,-1264.61
55495,-906.667,-716.042,-1894.32,-1253.52
55496,-700.114,-424.41,-1714.17,-1162.55
55497,-741.488,-320.73,-1732.98,-1313.02
55498,-728.826,-295.685,-1704.7,-1241.97
55499,-680.94,-362.912,-1779.97,-1146.5
55500,-679.912,-377.887,-1803.16,-1167.25
55501,-682.389,-414.426,-1677.28,-1350.91
55502,-578.26,-463.197,-1630.64,-1264.33
55503,-843.712,-645.105,-1723.42,-1319.69
55504,-782.249,-678.528,-1686.63,-1280.44
55505,-776.489,-686.449,-1664.3,-1164.73
55506,-628.849,-587.011,-1679.22,-1225.43
55507,-573.321,-496.913,-1584.96,-1288.84
55508,-694.707,-206.735,-1772.68,-1297.94
55509,-1026.4,-761.543,-1843.48,-1221.27
55510,-640.013,-309.866,-1943.29,-1243.6
55511,-737.898,-174.723,-1967.53,-1324.43
55512,-764.267,-364.807,-1764.03,-1201.73
55513,-725.808,-390.307,-1622.04,-1234.73
55514,-637.213,-405.274,-1750.76,-1373.74
55515,-516.385,-492.588,-1869.74,-1131.25
55516,-675.569,-630.888,-1921.48,-1092.55
55517,-961.56,-625.384,-1749.02,-1314.16
55518,-923.691,-666.526,-1711.08,-1182.17
55519,-973.93,-734.79,-1848.73,-1233.7
55520,-792.476,-645.801,-1645.58,-1145.65
55521,-945.575,-784.067,-1749.14,-1153.59
55522,-781.196,-747.628,-1806.97,-1279.27
55523,-718.474,-354.566,-1798.27,-1286.56
55524,-767.842,-356.109,-1600.3,-1104.31
55525,-836.777,-532.443,-1692.46,-1226.45
55526,-531.379,-444.212,-1757.17,-1391.14
55527,-638.504,-429.275,-1814.35,-1194.6
55528,-713.92,-389.369,-1794.9,-1233.47
55529,-671.706,-411.969,-1797.3,-1170.98
55530,-596.487,-386.458,-1788.31,-1269.84
55531,-662.653,-643.758,-1765.31,-1132.96
55532,-809.435,-675.165,-1706.62,-1250.84
55533,-881.115,-177.604,-1831.51,-1236.55
55534,-825.962,-642.106,-1872.18,-1225.64
55535,-889.341,-709.642,-1691.16,-1286.42
55536,-938.734,-622.695,-1866.25,-1230.36
55537,-946.229,-545.194,-1788.66,-1190.74
55538,-872.827,-564.572,-1909.81,-1145.89
55539,-814.641,-419.501,-1721.21,-1194.13
55540,-1054,-684.058,-1680.51,-1107.2
55541,-644.11,-429.468,-1880.87,-1130.25
55542,-618.494,-614.823,-1831.06,-1193.94
55543,-624.329,-281.97,-1750.45,-1174.89
55544,-778.445,-635.988,-1772.56,-1084.13
55545,-687.705,-657.85,-1860.89,-1169.27
55546,-724.717,-310.971,-1944.06,-1174.32
55547,-608.06,-386.114,-1858.44,-1291.18
55548,-625.573,-431.13,-1998.16,-1282.66
55549,-962.118,-697.657,-1752.8,-1161.09
55550,-906.511,-684.94,-1791.55,-1261.6
55551,-734.749,-486.3,-1708.97,-1261.75
55552,-642.002,-385.979,-1742.64,-1072.7
55553,-584.902,-394.284,-1754.53,-1031.07
55554,-703.895,-360.752,-1695.09,-1105.62
55555,-682.794,-320.797,-1784.13,-1124.03
55556,-694.522,-479.192,-1673.24,-1361.09
55557,-651.242,-137.161,-1594.36,-1270.94
55558,-706.692,-374.647,-1684.97,-1339.35
55559,-593.803,-285.305,-1659.85,-1250.98
55560,-568.732,-426.832,-1926.48,-1193.34
55561,-525.693,-204.167,-1858.6,-1355.33
55562,-975.104,-595.491,-1895.66,-1226.1
55563,-930.238,-467.273,-1900.35,-1069.61
55564,-805.481,-587.259,-1733.1,-1372.29
55565,-742.244,-714.516,-1780.56,-1232.54
55566,-874.518,-671.19,-1782.68,-1282.99
55567,-836.42,-660.67,-1896.91,-1289.18
55568,-1159.79,-569.827,-1754.41,-1213.78
55569,-696.437,-631.843,-1619.86,-1295.48
55570,-518.114,-387.769,-1769.26,-1248.41
55571,-640.535,-271.784,-1711.11,-1273.27
55572,-652.477,-181.483,-1802.16,-1276.74
55573,-725.29,-482.501,-1906.29,-1284.62
55574,-512.076,-281.348,-1818.54,-1317.18
55575,-704.762,-222.995,-1771.46,-1277.73
55576,-683.137,-206.686,-1675.42,-1260.58
55577,-660.843,-508.848,-1735.64,-1222.53
55578,-899.105,-641.888,-1763.91,-1162.22
55579,-646.093,-586.858,-1808.12,-1317.11
55580,-867.004,-673.12,-1808.87,-1021.9
55581,-841.979,-566.665,-1769.49,-1273.74
55582,-938.671,-678.25,-1732.81,-1199.1
55583,-1018.77,-549.366,-1602.73,-1289.12
55584,-852.454,-549.036,-1918.79,-1223.45
55585,-949.872,-596.94,-1802.77,-1392
55586,-894.858,-614.848,-1648.61,-1266.05
55587,-731.093,-515.21,-1746.74,-1190.75
55588,-654.158,-319.734,-1707.37,-1237.49
55589,-679.667,-320.379,-1884.35,-1048.57
55590,-714.209,-126.578,-1907.87,-1138.64
55591,-979.609,-719.279,-1799.25,-1189.69
55592,-790.598,-354.541,-1825.09,-1251.19
55593,-942.21,-704.571,-1780.4,-1273.34
55594,-1005.12,-737.981,-1652.07,-1161.93
55595,-906.483,-573.688,-1820.24,-1152.61
55596,-450.999,-353.078,-1939.51,-1223.29
55597,-411.192,-205.308,-1804.46,-1258.37
55598,-647.311,-409.85,-1877.69,-1210.08
55599,-453.423,-346.616,-1883.27,-1129
55600,-763.035,-699.323,-1880.77,-1165.19
55601,-838.036,-620.475,-1687.17,-1195.09
55602,-839.75,-599.999,-1765.8,-1137.66
55603,-879.289,-694.206,-1651.12,-1291.84
55604,-922.688,-683.897,-1739.95,-1221
55605,-921.794,-693.313,-1710.89,-1300.74
55606,-875.83,-728.798,-1892.44,-1291.74
55607,-752.23,-707.44,-1894.86,-1150.23
55608,-843.13,-593.921,-1777.27,-1240.03
55609,-1043.3,-674.586,-1708.12,-1193.27
55610,-851.313,-695.902,-1791.66,-1272.73
55611,-929.18,-695.628,-1752.87,-1349.31
55612,-738.646,-707.405,-1829.08,-1443.1
55613,-826.992,-595.261,-1755.78,-1284.33
55614,-831.801,-610.059,-1748.46,-1384.98
55615,-998.797,-479.978,-1792.27,-1265.68
55616,-764.47,-712.386,-1898.58,-1243.98
55617,-785.002,-734.931,-1947.96,-1180.97
55618,-677.629,-375.797,-1925.22,-1404.15
55619,-684.418,-138.597,-1607.35,-1173.21
55620,-655.625,-347.082,-1800.23,-1182.5
55621,-759.158,-362.728,-1812.7,-1358.53
55622,-797.368,-99.2334,-1819.44,-1248.54
55623,-772.301,-578.888,-1519.17,-1238.9
55624,-702.956,-250.286,-1691.5,-1106.33
55625,-715.909,-370.301,-1793.47,-1059.28
55626,-690.749,-268.998,-1704.21,-1101.67
55627,-960.099,-638.791,-1972.04,-1089.78
55628,-1025.33,-451.252,-1840.96,-1264.05
55629,-822.561,-635.413,-1937.15,-1160.73
55630,-913.614,-705.989,-1893.57,-1186.35
55631,-627.356,-569.293,-1624.84,-1212
55632,-1039.76,-537.929,-1874.73,-1162.84
55633,-545.941,-517.778,-1889.07,-1185.54
55634,-648.655,-379.448,-1746.2,-1277.3
55635,-688.561,-652.618,-1796.37,-1262.98
55636,-926.708,-607.801,-1729.19,-1186.16
55637,-924.247,-482.795,-1785.52,-1068.47
55638,-927.02,-484.853,-1909.32,-1170.49
55639,-924.373,-576.997,-1846.11,-1126.6
55640,-662.93,-458.002,-1566.86,-1226.42
55641,-540.412,-500.173,-1952.52,-1163.04
55642,-804.843,-547.052,-1903.73,-1190.05
55643,-678.505,-486.585,-1894.15,-1239.51
55644,-634.116,-613.966,-1538.72,-1271.63
55645,-752.477,-679.275,-1693.51,-1280.48
55646,-782.076,-695.93,-1669.21,-1374.87
55647,-881.633,-651.442,-1712.26,-1080.47
55648,-897.732,-573.559,-1670.99,-1175.32
55649,-824.678,-769.287,-1612.53,-1117.98
55650,-947.387,-747.486,-1801.96,-1271.71
55651,-977.611,-775.934,-1752.4,-1131.49
55652,-718.02,-613.593,-1806.02,-1134.08
55653,-1021.09,-420.559,-1613.55,-1141.39
55654,-874.51,-527.403,-1702.01,-1178.39
55655,-966.818,-467.68,-1937.38,-1146.45
55656,-903.85,-717.247,-1657.03,-1153.28
55657,-740.481,-590.527,-1664.7,-1273.81
55658,-715.809,-693.995,-1894.97,-1258.72
55659,-700.952,-543.437,-1929.76,-1267.18
55660,-978.369,-578.719,-1835.2,-1292.04
55661,-727.095,-546.088,-1866.8,-1299.22
55662,-610.371,-478.362,-1750.12,-1281.37
55663,-596.193,-483.061,-1865.61,-1230.19
55664,-986.859,-563.425,-1855.2,-1176.56
55665,-820.505,-682.337,-1696.18,-1145.47
55666,-957.693,-621.915,-1906.38,-1124.09
55667,-865.731,-798.054,-1853.28,-1338.02
55668,-899.311,-621.608,-1782.59,-1258.76
55669,-1021.28,-766.427,-1722.65,-1199.81
55670,-863.469,-733.25,-1734.85,-1216.55
55671,-693.554,-295.027,-1792.93,-1235.02
55672,-735.779,-391.752,-1623.69,-1001.69
55673,-711.505,-392.841,-1658.51,-1360.45
55674,-698.777,-253.713,-1736.7,-1002.36
55675,-604.016,-351.708,-1801.77,-1237.28
55676,-761.399,-419.512,-1842.65,-1239.59
55677,-694.453,-282.627,-1895.74,-1266.17
55678,-632.387,-566.896,-1929.57,-1270.27
55679,-750.538,-732.083,-1900.9,-1297.77
55680,-726.286,-717.164,-1864.74,-1273.38
55681,-720.483,-617.33,-1816.77,-1287.41
55682,-768.886,-597.257,-1846.17,-1296.77
55683,-846.497,-660.082,-1804.56,-1263.14
55684,-896.204,-785.521,-1801.73,-1201.99
55685,-929.666,-712.133,-1769.78,-1139.13
55686,-803.322,-759.985,-1756.53,-1343.72
55687,-705.645,-648.749,-1554.92,-1259.29
55688,-743.445,-620.618,-1612.61,-1259.92
55689,-618.298,-257.071,-1761.82,-1278.31
55690,-757.112,-333.008,-1903.81,-1284.12
55691,-479.196,-445.707,-1885.8,-1198.91
55692,-997.048,-569.25,-1703.61,-1192.56
55693,-735.005,-382.709,-1862.3,-1216.92
55694,-915.249,-480.793,-1900.47,-1252.23
55695,-720.588,-611.809,-1852.93,-1142.19
55696,-593.563,-452.051,-1921.01,-1206.45
55697,-747.239,-618.706,-1606.37,-1115.36
55698,-660.325,-534.496,-1697.74,-1311.14
55699,-764.966,-275.449,-1824.39,-1286.51
55700,-751.199,-651.485,-1809.22,-1279.51
55701,-714.529,-654.808,-1827.47,-1180.18
55702,-716.166,-457.805,-1860.17,-1216.83
55703,-743.271,-311.325,-1669.12,-1070.83
55704,-727.228,-197.699,-1850.08,-1268.94
55705,-742.104,-347.308,-1813.36,-1272.12
55706,-621.898,-609.715,-1821.26,-1437
55707,-905.184,-703.126,-1874.14,-1206.65
55708,-752.438,-696.604,-1852.07,-1288.24
55709,-798.978,-630.181,-1729.76,-1168.91
55710,-703.784,-531.901,-1659.56,-1180.52
55711,-654.659,-644.555,-1803.68,-1303.39
55712,-879.07,-702.643,-1799.32,-1213.41
55713,-712.412,-568.338,-1783.31,-1227.3
55714,-659.42,-355.753,-1792.8,-1274.93
55715,-438.855,-321.047,-1780.51,-1272.09
55716,-653.251,-615.945,-1491.29,-1331.06
55717,-774.438,-322.949,-1654.83,-1413.65
55718,-716.523,-372.325,-1698.44,-1364.87
55719,-583.754,-222.682,-1804.37,-1282.74
55720,-519.376,-407.044,-1777.28,-1264.22
55721,-611.319,-428.218,-1628.79,-1303.68
55722,-625.691,-369.714,-1789.95,-1217.15
55723,-720.761,-221.73,-1795.87,-1173.4
55724,-924.99,-717.183,-1907.42,-1126.41
55725,-911.943,-708.511,-1908.33,-1215.84
55726,-670.314,-604.403,-1969.79,-1283.84
55727,-749.939,-653.911,-1893.85,-1211.87
55728,-895.547,-742.697,-1899.8,-1245.75
55729,-941.544,-766.284,-1868.82,-1101.13
55730,-902.354,-733.968,-1831.1,-1236.95
55731,-1001.92,-683.258,-1910.97,-1287.43
55732,-926.519,-654.742,-1832.93,-1271.16
55733,-1024.28,-801.437,-1964.46,-1268.91
55734,-911.442,-739.699,-1848.17,-1273.34
55735,-938.215,-730.951,-1743.79,-1218.3
55736,-974.77,-724.643,-1783.71,-1148.1
55737,-912.583,-713.402,-1777.52,-1334.72
55738,-884.214,-745.129,-1906.34,-1349.77
55739,-718.546,-651.468,-1989.89,-1248.64
55740,-804.481,-605.165,-1996.11,-1173.26
55741,-833.33,-688.554,-1678.48,-1179.2
55742,-849.894,-644.847,-1839.13,-1129.6
55743,-757.433,-443.664,-1764.2,-1138.61
55744,-689.664,-534.265,-1624.81,-1278.46
55745,-725.358,-537.31,-1649.16,-1216.17
55746,-658.307,-504.986,-1622.4,-1266.75
55747,-662.228,-404.425,-1796.52,-1106.99
55748,-683.047,-319.377,-1785.21,-1143.43
55749,-583.164,-577.933,-1795.55,-1192.85
55750,-1109.8,-716.67,-1853.37,-1232.32
55751,-1203.5,-631.417,-1589.77,-1283.71
55752,-875.276,-619.852,-1661.11,-1249.8
55753,-710.455,-187.221,-1907.46,-1222.92
55754,-733.093,-250.778,-1979.16,-1257.04
55755,-681.658,-455.518,-1912.47,-1326.87
55756,-718.669,-362.923,-1929.48,-1234.39
55757,-778.644,-356.141,-1913.59,-1148.86
55758,-769.783,-476.168,-1772.71,-1062.45
55759,-753.12,-531.423,-1685.69,-1344.76
55760,-1013.73,-653.269,-1692.6,-1115.38
55761,-857.417,-677.593,-1910.08,-1222.97
55762,-820.49,-698.779,-1665.47,-1199.74
55763,-811.212,-698.921,-1602.74,-1215.88
55764,-934.792,-634.576,-1650.01,-1276.7
55765,-996.484,-628.423,-1901.95,-1282.97
55766,-920.503,-670.203,-1840.8,-1357.19
55767,-992.265,-679.018,-1848.95,-1176.11
55768,-903.39,-751.715,-1864.55,-1182.51
55769,-918.658,-463.214,-1829.92,-1219.01
55770,-742.18,-547.304,-1666.1,-1316.26
55771,-852.527,-559.946,-1846.27,-1361.13
55772,-982.256,-573.563,-1724.27,-1232.51
55773,-1110.09,-655.096,-1869.4,-1278.42
55774,-836.103,-613.856,-1874.67,-1281.86
55775,-915.561,-716.454,-1870.58,-1274.81
55776,-1062.56,-788.529,-1651.38,-1191.47
55777,-877.437,-732.936,-1723.89,-1233.07
55778,-945.497,-682.579,-1896.63,-1380.05
55779,-1029.5,-588.927,-1818.73,-1276.16
55780,-931.915,-640.122,-1704.14,-1186.3
55781,-713.8,-347.771,-1815.24,-1245.16
55782,-634.782,-417.151,-1637.93,-1300.71
55783,-670.439,-621.835,-1668.58,-1244.92
55784,-533.771,-409.67,-1768.58,-1216.15
55785,-576.391,-326.514,-1914.21,-1221.93
55786,-620.981,-368.472,-1886.45,-1098.65
55787,-673.67,-381.627,-1882.01,-1248.58
55788,-668.548,-444.222,-1943.36,-1174.13
55789,-629.678,-342.579,-1927.22,-1277.63
55790,-653.702,-369.87,-1472,-1101.29
55791,-778.884,-390.833,-1760.02,-1291.22
55792,-733.555,-661.319,-1884.66,-1233.72
55793,-1160.11,-544.401,-1931.07,-1249.29
55794,-826.867,-653.653,-1936.39,-1348.08
55795,-990.197,-642.988,-1907.94,-1165.14
55796,-1092.19,-573.905,-1930.1,-1323.83
55797,-1103.96,-624.152,-1847.53,-1270.4
55798,-1018.8,-707.622,-1426.58,-1198.65
55799,-819.699,-662.905,-1776.68,-1234.34
55800,-666.251,-549.203,-1545.19,-1331.09
55801,-638.114,-403.877,-1808.84,-1189.45
55802,-669.767,-389.745,-1818.11,-1281.17
