"iter","E21","E11","E22","E12"
36595,-357.687,-1853.82,-531.822,-1290.35
36596,-634.631,-1701.3,-595.235,-1372.96
36597,-411.732,-1741.64,-625.154,-1184.58
36598,-388.324,-1882.48,-669.849,-1214.26
36599,-701.387,-1903.16,-633.799,-1367.05
36600,-291.048,-1849.34,-639.376,-1271.49
36601,-265.523,-1839.11,-615.575,-1356.51
36602,-249.242,-1777.66,-649.851,-1258.48
36603,-444.31,-1655.57,-644.783,-1198.21
36604,-242.968,-1645.23,-688.23,-1239.19
36605,-436.932,-1723.34,-671.531,-1178.34
36606,-318.287,-1680.9,-757.141,-1436.3
36607,-644.109,-1691.99,-652.115,-1321.7
36608,-1056.87,-1793.81,-766.546,-1228.22
36609,-928.408,-1863.38,-738.969,-1234.58
36610,-802.391,-1773.41,-676.024,-1171.67
36611,-702.904,-1816.42,-637.49,-1164.35
36612,-508.666,-1714.07,-660.009,-1280.45
36613,-361.285,-1860.8,-536.757,-1292.35
36614,-337.026,-1810.12,-537.032,-1223.4
36615,-526.149,-1950.76,-610.163,-1448.11
36616,-267.333,-1755.76,-588.799,-1209.95
36617,-367.761,-1594.59,-552.159,-1230.86
36618,-217.428,-1399.77,-650.875,-1318.62
36619,-516.451,-1510.7,-696.797,-1379.12
36620,-354.324,-1743.62,-474.856,-1073.7
36621,-371.467,-1837.31,-621.115,-1222.03
36622,-379.411,-1667.69,-521.283,-1251.15
36623,-403.776,-1788.13,-400.667,-1262.63
36624,-211.847,-1771.37,-490.348,-1353.08
36625,-621.111,-1822.46,-484.125,-1273.83
36626,-517.258,-1636.12,-622.474,-1140.09
36627,-608.741,-1673.79,-708.059,-1245.36
36628,-599.543,-1728.16,-413.979,-1323.31
36629,-940.755,-1803.89,-708.438,-1497.8
36630,-248.13,-1688.82,-612.191,-1139.45
36631,-251.252,-1728.04,-645.764,-1132.43
36632,-265.229,-1691.96,-851.306,-1195.22
36633,-231.173,-1776.85,-363.375,-1129.97
36634,-210.244,-1720.26,-530.021,-1118.44
36635,-245.48,-1743.01,-664.908,-1205.26
36636,-228.213,-1749.53,-678.808,-1260.7
36637,-213.464,-1634.31,-740.939,-1116.5
36638,-396.953,-1748.41,-599.404,-1378.48
36639,-495.455,-1795.35,-609.027,-1266.1
36640,-263.593,-1630.63,-656.963,-1144.73
36641,-325.638,-1716.17,-639.504,-1180.87
36642,-272.996,-1635.32,-635.998,-1179.91
36643,-473.704,-1963.67,-674.673,-1112.37
36644,-230.316,-1755.46,-621.454,-1092.64
36645,-503.064,-1640.38,-779.392,-1245.9
36646,-470.685,-1810.43,-686.831,-1341.55
36647,-430.189,-1769.16,-657.683,-1208.56
36648,-430.071,-1907,-696.165,-1185.12
36649,-629.332,-1876.63,-712.595,-1044.98
36650,-527.217,-1977.28,-734.939,-1181.93
36651,-363.385,-1942.87,-724.792,-1194.43
36652,-407.985,-1901.33,-582.593,-1322.12
36653,-437.801,-1764.37,-647.711,-1188.87
36654,-343.975,-1823.89,-713.145,-1175.41
36655,-386.451,-1935.78,-506.487,-1237.39
36656,-204.613,-1752.86,-673.873,-1227.83
36657,-423.254,-1700.21,-690.232,-1214.7
36658,-615.408,-1710.28,-430.039,-1226.78
36659,-325.301,-1734.97,-532.257,-1254.71
36660,-452.936,-1734.65,-565.997,-1260.74
36661,-347.573,-1904.74,-593.105,-1186.65
36662,-416.985,-1933.94,-595.631,-1376.89
36663,-627.525,-1847.38,-689.579,-1362.26
36664,-390.539,-1847.39,-714.413,-1305.7
36665,-401.283,-1344.79,-698.746,-1308.37
36666,-378.981,-1983.99,-726.622,-1134.7
36667,-500.041,-1642.32,-692.121,-1287.98
36668,-481.857,-1491.07,-646.395,-1223.39
36669,-276.729,-1642.18,-643.136,-1276.71
36670,-254.954,-1302.8,-659.844,-1169.86
36671,-591.113,-1697.14,-814.429,-1364.34
36672,-527.342,-1833.92,-528.234,-1303.76
36673,-260.806,-1716.92,-634.973,-1242.15
36674,-245.476,-1826.25,-768.725,-1166.11
36675,-290.907,-1901.26,-695.493,-1354.49
36676,-409.146,-1877.2,-751.817,-1073.54
36677,-400.565,-1597.87,-810.902,-1042.94
36678,-386.258,-1886.1,-649.079,-1265.01
36679,-811.639,-1720.98,-516.17,-1418.1
36680,-846.931,-1753.4,-577.17,-1208.23
36681,-869.278,-1700.73,-668.612,-1158.56
36682,-618.508,-1807.22,-838.274,-1230.25
36683,-140.672,-1906.33,-728.641,-1259.85
36684,-505.467,-1647.06,-758.395,-1113.42
36685,-981.66,-1824.81,-591.993,-1171.86
36686,-765.114,-1821.9,-599.966,-1402.05
36687,-852.325,-1924.56,-690.592,-1299.84
36688,-852.754,-1668.92,-693.184,-1219
36689,-905.488,-1613.16,-667.603,-1229.95
36690,-900.222,-1630.62,-621.562,-1329.6
36691,-1030.01,-1669.5,-621.438,-1339.82
36692,-577.839,-1861.94,-689.856,-1126.57
36693,-1046.29,-1842.99,-774.762,-1264.63
36694,-912.961,-1713.96,-498.73,-1221.4
36695,-768.29,-1845.67,-774.145,-1261.98
36696,-842.416,-1810.85,-731.222,-1249.72
36697,-806.464,-1750.44,-804.754,-1229.42
36698,-944.844,-1772.4,-684.393,-1208.69
36699,-934.748,-1655.26,-722.705,-1102.84
36700,-529.118,-1609.6,-762.552,-1275.54
36701,-207.119,-1762.91,-670.287,-1211.73
36702,-435.995,-1775.67,-657.2,-1281.99
36703,-384.157,-1803.78,-662.318,-1235.85
36704,-470.063,-1739.9,-708.617,-1154.11
36705,-446.388,-1656.92,-700.194,-1266.06
36706,-372.213,-1752.52,-681.731,-1144.79
36707,-577.016,-1790.17,-694.696,-1313.74
36708,-915.703,-1879.49,-755.443,-1550.09
36709,-888.026,-1714.24,-692.697,-1175.94
36710,-832.012,-1885.25,-654.729,-1200.45
36711,-831.694,-1655.48,-722.907,-1235.72
36712,-966.329,-1606.1,-662.091,-1282.24
36713,-970.714,-1608.11,-684.225,-1232.96
36714,-723.312,-1591.69,-623.227,-1261.57
36715,-852.809,-1532.68,-734.169,-1376.5
36716,-876.878,-1729.14,-788.436,-1133.09
36717,-859.173,-1804.55,-708.016,-1341.84
36718,-862.921,-1937.4,-726.128,-1165.85
36719,-886.501,-1772.86,-718.422,-1140.03
36720,-884.347,-1750.81,-652.248,-1165.18
36721,-906.184,-1767.06,-675.23,-1330.97
36722,-946.032,-1698.12,-490.347,-1333.14
36723,-951.357,-1946.18,-660.452,-1303.91
36724,-684.009,-1672.32,-688.405,-1311.36
36725,-1014.33,-1897.91,-690.603,-1443.37
36726,-193.742,-1949.07,-759.323,-1286.68
36727,-353.123,-1823.62,-731.822,-1242.87
36728,-384.926,-1741.39,-735.975,-1380.84
36729,-479.72,-1917.98,-728.385,-1228.5
36730,-260.835,-1910.54,-659.936,-1286.95
36731,-262.671,-1730.76,-717.907,-1237.23
36732,-275.327,-1848.43,-757.326,-1242.63
36733,-394.583,-1944.89,-718.741,-1152.8
36734,-483.723,-1719.11,-691.464,-1475.73
36735,-384.31,-1798.31,-451.968,-1274.86
36736,-370.682,-1608,-724.62,-1190.72
36737,-401.825,-1684.15,-684.333,-1232.48
36738,-381.62,-1985.4,-649.35,-1119.9
36739,-295.816,-1743.18,-618.107,-1143.9
36740,-515.949,-1882.65,-704.781,-1162.45
36741,-877.532,-1860.13,-729.228,-1238.99
36742,-662.968,-1858.19,-745.777,-1288.17
36743,-263.58,-1713.55,-741.345,-1324.97
36744,-654.353,-1691.13,-755.694,-1219.15
36745,-961.108,-1758.22,-538.422,-1267.51
36746,-917.747,-1736.71,-790.003,-1355.98
36747,-957.522,-1641.26,-738.57,-1305.12
36748,-858.251,-1737.07,-703.186,-1332.96
36749,-930.944,-1715.71,-763.14,-1302.34
36750,-897.57,-1692.9,-593.117,-1321.89
36751,-921.714,-1666.74,-699.274,-1230.97
36752,-869.708,-1806.21,-791.395,-1240.68
36753,-683.166,-1866.53,-718.151,-1200.82
36754,-682.075,-1944.65,-447.521,-1281.53
36755,-857.884,-1870.18,-605.709,-1242.25
36756,-862.018,-1895.89,-508.644,-1384.86
36757,-564.348,-1711.96,-498.173,-1132.51
36758,-974.154,-1797.96,-724.364,-1167.61
36759,-864.784,-1806.59,-647.455,-1221.8
36760,-359.642,-1694.66,-693.087,-1241.57
36761,-638.333,-1705.04,-707.675,-1241.28
36762,-812.37,-1719.31,-709.068,-1352.44
36763,-704.692,-1842.4,-665.966,-1388.72
36764,-239.237,-1801.38,-690.19,-1372.25
36765,-563.267,-1826.86,-500.01,-1171.75
36766,-928.539,-1772.79,-656.037,-1184.7
36767,-926.049,-1883.54,-558.986,-1160.8
36768,-933.394,-1815.32,-669.46,-1302.1
36769,-856.887,-1774.19,-803.892,-1218.84
36770,-945.034,-1649.18,-849.571,-1204.34
36771,-918.956,-1491.07,-525.044,-1235.63
36772,-1019.83,-1732.3,-461.954,-1165.61
36773,-1060.84,-1692.14,-705.173,-1136.1
36774,-622.764,-1866.31,-637.825,-1070.48
36775,-855.567,-1835.02,-775.518,-1145.16
36776,-857.016,-1685.94,-708.571,-1230.08
36777,-954.398,-1646.03,-711.78,-1200.07
36778,-926.871,-1961.43,-603.016,-1188.81
36779,-924.033,-1876.04,-597.195,-1190.34
36780,-939.265,-1623.22,-677.405,-1240.84
36781,-858.193,-1702.5,-616.696,-1251.67
36782,-793.599,-1858.8,-671.156,-1120.39
36783,-939.403,-1747.94,-688.346,-1336.43
36784,-946.653,-1474.81,-673.278,-1340.55
36785,-759.623,-1938.13,-618.748,-1267.77
36786,-1013.93,-1875.28,-729.275,-1331.34
36787,-1107.3,-1778.65,-693.921,-1372.96
36788,-629.975,-1793.32,-467.324,-1223.11
36789,-334.445,-1747.27,-538.86,-1307.83
36790,-299.196,-1854.22,-756.201,-1264.09
36791,-440.929,-1847.76,-657.152,-1024.46
36792,-304.16,-1613.34,-710.853,-1230.23
36793,-255.519,-1910.99,-701.529,-1235.45
36794,-298.563,-1928.9,-719.002,-1206.74
36795,-232.745,-1707.09,-617.295,-1230.63
36796,-382.034,-1576.38,-654.732,-1330.19
36797,-462.066,-1760.29,-644.034,-1457.67
36798,-420.239,-1939.32,-751.97,-1367.99
36799,-346.627,-1869.33,-736.751,-1214.13
36800,-418.383,-1819.46,-748.532,-1169.12
36801,-486.688,-1638.94,-762.603,-1240.98
36802,-306.882,-1736.66,-705.671,-1368.32
36803,-356.327,-1851.14,-767.816,-1231.82
36804,-358.689,-1840.99,-538.947,-1307.58
36805,-369.141,-1626.47,-700.653,-1220.43
36806,-700.66,-1763.71,-633.222,-1232.68
36807,-497.567,-1717.76,-681.898,-1410.94
36808,-405.538,-1863.72,-609.082,-1237.22
36809,-433.056,-1969.38,-643.884,-1238.79
36810,-1009.97,-1948.75,-513.803,-1199.95
36811,-236.524,-1823.72,-779.744,-1274.19
36812,-405.495,-1778.4,-624.889,-1191.92
36813,-236.936,-1712.92,-694.408,-1109.39
36814,-313.572,-1809.94,-741.841,-1181.91
36815,-327.243,-1560.27,-681.173,-1171.7
36816,-524.6,-1775.52,-560.013,-1392.95
36817,-404.103,-1968.19,-566.398,-1168.45
36818,-287.427,-1684.07,-749.129,-1122.49
36819,-355.258,-1914.44,-766.432,-1165.83
36820,-379.598,-1847.5,-702.142,-1169.03
36821,-204.986,-1937.99,-726.769,-1362.87
36822,-622.301,-1740.99,-720.477,-1210.05
36823,-981.212,-1725.01,-603.173,-1290.85
36824,-1018.94,-1505.75,-724.778,-1181.38
36825,-922.938,-1551.79,-762.223,-1248.27
36826,-900.951,-1704.93,-721.275,-1205.97
36827,-907.483,-1512.45,-754.012,-1162.53
36828,-983.268,-1752.44,-641.428,-1135.66
36829,-914.798,-1667.36,-689.309,-1146.28
36830,-755.371,-1557.09,-710.887,-1232.55
36831,-1001.97,-1575.11,-716.606,-1227.43
36832,-785.578,-1779.68,-739.57,-1262.27
36833,-848.852,-1795.29,-644.955,-1194.16
36834,-883.003,-1637.51,-585.698,-1358.84
36835,-479.805,-1733.54,-765.807,-1319.4
36836,-878.079,-1734.8,-636.765,-1307.79
36837,-816.879,-1626.63,-599.686,-1307.76
36838,-1068.36,-1633.99,-651.659,-1320.74
36839,-891.029,-1750.56,-680.064,-1289.85
36840,-915.337,-1943.87,-673.699,-1216.98
36841,-817.771,-1895.61,-730.405,-1367.57
36842,-947.156,-1800.34,-912.097,-1289.39
36843,-900.393,-1818.57,-710.283,-1190.19
36844,-821.632,-1794.05,-736.643,-1182.45
36845,-875.921,-1727.55,-699.933,-1220.04
36846,-879.617,-1864.69,-580.073,-1285.63
36847,-689.685,-1864.56,-784.069,-1254.32
36848,-949.597,-1900.9,-719.598,-1271.27
36849,-1066.52,-1884.57,-726.667,-1205.47
36850,-934.674,-1821.83,-608.157,-1255.46
36851,-771.557,-1719.9,-768.54,-1268.32
36852,-861.247,-1822.11,-748.593,-1301.29
36853,-642.009,-1721.22,-730.718,-1237.27
36854,-952.339,-1786.71,-715.285,-1225.52
36855,-836.95,-1795.13,-670.839,-1260.12
36856,-334.16,-1661.15,-672.083,-1206.63
36857,-205.125,-1981.4,-659.387,-1135.24
36858,-349.004,-1758.32,-718.762,-1267.26
36859,-396.246,-1698.03,-746.979,-1149.93
36860,-444.017,-1837.64,-761.493,-1282.13
36861,-539.188,-1796.87,-626.506,-1140.57
36862,-362.117,-1940.67,-653.567,-1147.78
36863,-166.985,-1848.26,-876.867,-1074.74
36864,-524.85,-1829.11,-560.843,-1191.42
36865,-670.336,-1801.83,-583.124,-1263.65
36866,-172.529,-1819.57,-682.208,-1308.54
36867,-512.763,-1863.4,-662.885,-1136.86
36868,-529.629,-1746.85,-651.034,-1264.08
36869,-373.092,-1773.12,-455.664,-1123.15
36870,-376.551,-1823.11,-675.769,-1434.97
36871,-380.661,-1777.47,-722.857,-1069.09
36872,-352.904,-1677.4,-656.342,-1264.34
36873,-654.319,-1805.46,-603.405,-1341.53
36874,-739.266,-1711.58,-758.112,-1234.61
36875,-1078.52,-1856.12,-707.256,-1265.86
36876,-816.338,-1709.84,-706.504,-1230.62
36877,-629.069,-1846.16,-768.053,-1284.08
36878,-896.086,-1814.95,-614.344,-1317.63
36879,-963.615,-1733.81,-755.972,-1247.41
36880,-693.302,-1690.11,-500.638,-1245.22
36881,-1030.95,-1809.98,-430.683,-1319.05
36882,-728.141,-1777.68,-636.668,-1144.55
36883,-872.577,-1758.14,-736.554,-1210.98
36884,-784.752,-1718.47,-519.478,-1261.56
36885,-824.454,-1708.46,-561.104,-1319.32
36886,-419.14,-1707.27,-649.963,-1274.98
36887,-396.047,-1721.99,-742.253,-1278.23
36888,-399.985,-1707.65,-669.907,-1208.79
36889,-346.568,-1771.67,-658.986,-1133.86
36890,-235.223,-1712.06,-618.626,-1253
36891,-113.209,-1617.71,-602.966,-1178.9
36892,-384.326,-1780.19,-821.056,-1211.65
36893,-379.817,-1873.83,-689.261,-1099.6
36894,-902.564,-1574.26,-695.34,-1254.85
36895,-1006,-1910.34,-650.818,-1244.1
36896,-980.097,-1939.52,-618.61,-1247.04
36897,-925.333,-1446.93,-569.92,-1275.74
36898,-909.434,-1736.29,-654.784,-1322.13
36899,-919.062,-1779.35,-772.9,-1287.63
36900,-254.463,-1641.56,-775.711,-1334.4
36901,-345.944,-1853.62,-361.923,-1291.4
36902,-542.474,-1800.28,-731.923,-1266.54
36903,-679.32,-1667.69,-678.921,-1199.31
36904,-328.271,-1885.07,-719.577,-1261.45
36905,-638.21,-1823.44,-685.535,-1217.15
36906,-615.646,-1874.77,-754.053,-1272.76
36907,-289.06,-1979.04,-591.051,-1288.38
36908,-328.214,-1766.31,-655.771,-1226.29
36909,-190.565,-1731.44,-567.176,-1221.31
36910,-426.814,-1712.43,-616.115,-1245.87
36911,-565.755,-1738.27,-754.135,-1257.48
36912,-442.466,-1739.03,-681.636,-1260.4
36913,-293.516,-1892.8,-607.791,-1185.63
36914,-319.457,-1630.49,-638.382,-1163.58
36915,-216.743,-1711.29,-724.493,-1243.94
36916,-276.433,-1757.2,-755.323,-1389.24
36917,-247.443,-1845.04,-693.236,-1233.02
36918,-364.281,-1739.62,-737.278,-1243.02
36919,-289.293,-1781.94,-807.374,-1312.52
36920,-383.005,-1766.9,-607.609,-1319.13
36921,-415.774,-1982.09,-713.236,-1208.48
36922,-356.22,-1785.25,-719.911,-1288.35
36923,-373.859,-1938.43,-686.668,-1202.74
36924,-518.68,-1892.02,-664.066,-1327.19
36925,-907.964,-1811.6,-637.861,-1265.97
36926,-747.713,-1786.91,-784.676,-1132.49
36927,-889.201,-1732.39,-777.308,-1181.52
36928,-1002.12,-1824.43,-539.058,-1203.94
36929,-710.894,-1706.5,-498.392,-1184.72
36930,-869.864,-1716.01,-779.498,-1199.53
36931,-200.939,-1741.35,-669.692,-1328.9
36932,-439.784,-1663.88,-693.655,-1126.39
36933,-719.705,-1752.54,-837.495,-1377.89
36934,-523.906,-1435.29,-716.525,-1292.08
36935,-429.185,-1776.84,-453.587,-1101.64
36936,-371.684,-1783.86,-589.431,-1222.96
36937,-284.786,-1897.42,-730.29,-1079.5
36938,-404.335,-1760.96,-727.867,-1180.22
36939,-389.285,-1800.08,-709.143,-1305.49
36940,-389.182,-1717.69,-694.942,-1209.9
36941,-822.797,-1752.16,-741.656,-1381.15
36942,-867.251,-1887.41,-652.16,-1113.25
36943,-857.487,-1873.74,-617.569,-1279.39
36944,-862.047,-1980.15,-719.432,-1234.21
36945,-873.574,-1841.69,-721.224,-1251.32
36946,-743.557,-1725.57,-737.399,-1259.82
36947,-1057.65,-1694.87,-614.621,-1273.78
36948,-879.179,-1809.7,-653.51,-1203.95
36949,-707.996,-1833,-818.555,-1339.07
36950,-679.918,-1708,-774.241,-1210.83
36951,-885.121,-1790.08,-715.665,-1271.39
36952,-905.102,-1797.4,-698.938,-1223.49
36953,-916.758,-1761.9,-732.028,-1155.51
36954,-918.863,-1911.99,-704.127,-1275.62
36955,-974.46,-1916.13,-703.391,-1244.55
36956,-1003.15,-1934.02,-691.779,-1125.69
36957,-821.001,-1862.64,-679.57,-1250.35
36958,-974.66,-1846.47,-711.918,-1265.21
36959,-864.099,-1846.35,-734.29,-1322.7
36960,-940.432,-1706.51,-643.595,-1179.09
36961,-947.026,-1692.4,-805.779,-1086.2
36962,-863.692,-1866.38,-733.978,-1266.13
36963,-945.618,-1825.03,-693.975,-1230.34
36964,-883.42,-1730.08,-569.103,-1310.42
36965,-883.483,-1641.9,-633.773,-1141.57
36966,-1010.03,-1678.21,-714.521,-1291.19
36967,-934.366,-1879.65,-670.075,-1255.89
36968,-750.537,-1816.04,-596.668,-1200.89
36969,-887.39,-1944.18,-569.91,-1197.72
36970,-818.684,-1976.32,-727.287,-1186.51
36971,-660.269,-1894.97,-548.938,-1220.83
36972,-1120.54,-1896.6,-708.312,-1153.98
36973,-373.044,-1951.11,-711.441,-1125.27
36974,-405.228,-1754.77,-629.64,-1256.48
36975,-373.1,-1791.54,-654.051,-1187.05
36976,-595.272,-1927.27,-417.102,-1245.49
36977,-265.229,-1677.13,-639.121,-1181.49
36978,-360.704,-1783.83,-724.151,-1086.39
36979,-389.862,-1798.33,-685.758,-1222.54
36980,-425.285,-1918.07,-666.751,-1218.01
36981,-352.447,-1726.44,-683.187,-1179.09
36982,-160.775,-1826.7,-609.579,-1132.19
36983,-167.455,-1690.26,-637.146,-1251.13
36984,-375.602,-1746.49,-613.015,-1092.16
36985,-791.229,-1758.25,-572.525,-1255.47
36986,-474.448,-1680.04,-666.772,-1208.3
36987,-388.955,-1736.17,-614.673,-1171.79
36988,-298.508,-1818.73,-613.222,-1166.41
36989,-255.016,-1839.35,-594.007,-1230.33
36990,-248.786,-1845.97,-572.035,-1218.31
36991,-382.092,-1755.58,-365.193,-1195.82
36992,-266.347,-1950.96,-656.994,-1167.57
36993,-927.53,-1892.26,-654.038,-1158.58
36994,-958.753,-1725.32,-694.294,-1198.29
36995,-963.718,-1756.55,-687.698,-1431.78
36996,-913.92,-1765.43,-615.496,-1164.12
36997,-823.444,-1858.41,-598.211,-1244.39
36998,-997.65,-1925.64,-726.408,-1234.08
36999,-741.288,-1782.25,-477.224,-1244.83
37000,-918.949,-1958.13,-909.706,-1077.13
37001,-869.8,-1722.32,-710.493,-1358.88
37002,-726.194,-1771.39,-636.233,-1245.6
37003,-980.943,-1642.62,-628.974,-1290.86
37004,-955.037,-1723.32,-663.347,-1253.5
37005,-569.002,-1847.34,-572.972,-1152.33
37006,-492.366,-1872.05,-687.995,-1364.12
37007,-949.687,-1769.7,-729.725,-1278.3
37008,-874.201,-1800.68,-622.505,-1307.81
37009,-482.02,-1607.93,-680.615,-1215.67
37010,-382.543,-1594.24,-689.485,-1262.76
37011,-220.429,-1781.61,-614.795,-1152.92
37012,-259.623,-1826.93,-668.043,-1238.25
37013,-305.882,-1765.97,-601.277,-1020.45
37014,-352.716,-1829.46,-697.623,-1308.99
37015,-408.661,-1796.46,-732.743,-1311.28
37016,-380.789,-1872.13,-444.81,-1479.53
37017,-475.167,-1988,-662.149,-1351.4
37018,-369.142,-1866.5,-680.373,-1216.05
37019,-190.767,-1860.28,-671.928,-1154.31
37020,-133.173,-1799.04,-640.299,-1210.94
37021,-278.513,-1874.81,-665.843,-1137.97
37022,-332.168,-1690.84,-739.758,-1135.83
37023,-310.978,-1687.72,-647.321,-1161.79
37024,-425.373,-1676.72,-745.74,-1177.11
37025,-477.542,-1614.15,-697.16,-1108.81
37026,-972.85,-1693.21,-573.257,-1160.33
37027,-717.73,-1700.72,-598.203,-1158.03
37028,-734.574,-1980.65,-741.233,-1114.55
37029,-854.025,-1876.36,-699.391,-1482.34
37030,-877.522,-1807.97,-617.652,-1262.47
37031,-793.582,-1961.11,-732.362,-1200.42
37032,-784.423,-1879.06,-509.355,-1276.39
37033,-994.227,-1573.19,-679.514,-1188.8
37034,-807.172,-1910.6,-690.089,-1232.63
37035,-842.563,-1761.17,-746.877,-1173.04
37036,-559.749,-1690.06,-666.536,-1321.16
37037,-883.989,-1780.97,-692.792,-1442.03
37038,-705.829,-1664.57,-679.776,-1155.84
37039,-931.439,-1850.67,-692.628,-1317.81
37040,-784.763,-1766.67,-684.553,-1337.33
37041,-831.281,-1759.13,-715.056,-1226.65
37042,-895.462,-1759.36,-694.62,-1216.58
37043,-974.107,-1692.61,-723.586,-1174.89
37044,-813.96,-1744.94,-695.059,-1131.16
37045,-974.004,-1833.9,-618.798,-1237.63
37046,-953.386,-1944.21,-544.733,-1296.44
37047,-780.512,-1964.84,-715.644,-1372.25
37048,-693.751,-1948.87,-651.371,-1229.13
37049,-787.733,-1821.13,-543.242,-1230.19
37050,-351.254,-1970.59,-691.511,-1268.77
37051,-908.282,-1725.48,-685.855,-1200.83
37052,-1048.48,-1732.29,-702.953,-1229.48
37053,-842.948,-1847.86,-713.437,-1194.49
37054,-808.693,-1764.63,-665.682,-1193.58
37055,-857.282,-1790.91,-609.259,-1298.68
37056,-826.805,-1682.73,-403.442,-1425.24
37057,-1049.82,-1794.67,-514.637,-1195.7
37058,-707.952,-1608.5,-640.581,-1288.09
37059,-393.124,-1675.88,-710.329,-1369.87
37060,-466.211,-1627.57,-786.976,-1299.45
37061,-1014.9,-1719.49,-724.4,-1198.38
37062,-489.572,-1787.93,-699.592,-1138.99
37063,-402.088,-1806.75,-677.238,-1370.87
37064,-657.995,-1848.73,-561.616,-1286.66
37065,-429.889,-1849.62,-566.877,-1270.25
37066,-859.17,-1755.37,-858.255,-1245.93
37067,-335.783,-1949.87,-657.635,-1128.96
37068,-172.93,-1943.44,-438.518,-1274.63
37069,-381.02,-1975.14,-637.963,-1234.59
37070,-309.096,-1902.8,-759.521,-1245.05
37071,-380.619,-1961.29,-557.088,-1215
37072,-231.925,-1854.57,-575.546,-1193.64
37073,-178.302,-1773.74,-612.441,-1282.25
37074,-477.336,-1897.77,-562.105,-1359.33
37075,-211.509,-1815.31,-738.244,-1277.85
37076,-316.375,-1778.76,-729.819,-1162.75
37077,-393.826,-1695.32,-712.796,-1429.51
37078,-369.197,-1726.64,-641.197,-1349.84
37079,-205.944,-1785.65,-705.749,-1193.96
37080,-435.653,-1527.45,-738.509,-1194.11
37081,-374.834,-1670.8,-669.751,-1440.33
37082,-422.482,-1879.6,-615.412,-1225.67
37083,-258.119,-1937.63,-535.147,-999.207
37084,-279.896,-1950.89,-596.126,-1215.39
37085,-574.332,-1746.43,-721.885,-1087.79
37086,-916.938,-1711.08,-700.742,-1114.94
37087,-809.26,-1786.09,-835.867,-1218.32
37088,-858.574,-1747.89,-483.54,-1135.51
37089,-864.286,-1774.35,-691.85,-1133.42
37090,-743.851,-1717.83,-721.85,-1108.24
37091,-895.865,-1615.63,-696.026,-1212.88
37092,-930.854,-1775.94,-590.254,-1199.55
37093,-905.344,-1778.2,-645.76,-1261.04
37094,-824.366,-1792.97,-665.018,-1126.53
37095,-849.091,-1828.39,-707.133,-1320.52
37096,-998.58,-1904.94,-700.689,-1281.05
37097,-889.11,-1705.2,-160.907,-1251.71
37098,-842.697,-1737.97,-735.485,-1265.36
37099,-603.489,-1915.57,-715.742,-1224.95
37100,-610.301,-1950.8,-745.372,-1373.87
37101,-377.031,-1959.74,-814.365,-1276.45
37102,-412.084,-1661.68,-737.272,-1283.61
37103,-370.787,-1827.49,-743.496,-1128.7
37104,-147.634,-1866.74,-548.386,-1250.27
37105,-272.569,-1833.37,-611.691,-1231.23
37106,-361.05,-1786.58,-413.959,-1175.31
37107,-645.463,-1716.04,-443.759,-1250.71
37108,-749.472,-1657.72,-576.489,-1242.13
37109,-505.503,-1816.67,-618.712,-1167.5
37110,-598.776,-1794.06,-352.701,-1207.59
37111,-499.185,-1744.64,-657.253,-1213.52
37112,-442.023,-1746.07,-731.774,-1291.68
37113,-841.227,-1783.02,-717.994,-1192.03
37114,-880.326,-1541.99,-582.239,-1266.41
37115,-818.366,-1973.9,-741.221,-1186.26
37116,-1031.8,-1797.27,-710.018,-1252.06
37117,-899.873,-1890.26,-661.634,-1374.63
37118,-545.246,-1861.28,-641.059,-1411.97
37119,-859.351,-1806.84,-588.622,-1315.66
37120,-804.815,-1799.57,-622.81,-1401.41
37121,-785.028,-1762.01,-731.623,-1475.33
37122,-961.38,-1832.42,-658.64,-1298.53
37123,-892.453,-1791.91,-309.181,-1192.51
37124,-886.147,-1830.03,-802.901,-1146.35
37125,-888.431,-1777.45,-704.683,-1201.15
37126,-883.77,-1848.71,-838.04,-1157.66
37127,-925.323,-1907.98,-655.709,-1247.47
37128,-525.882,-1765.86,-721.641,-1330.49
37129,-475.719,-1703.5,-652.379,-1336.18
37130,-823.757,-1668.62,-767.695,-1178.7
37131,-808.687,-1700.23,-633.607,-1353.98
37132,-778.942,-1675.23,-754.776,-1237.84
37133,-528.832,-1810.98,-641.262,-1255.51
37134,-497.251,-1778.59,-589.593,-1133.29
37135,-363.854,-1771.53,-535.165,-1196.29
37136,-329.798,-1903.28,-682.703,-1127.49
37137,-584.335,-1749.71,-770.728,-1314.87
37138,-738.254,-1734.63,-634.007,-1240.52
37139,-850.859,-1680.96,-780.621,-1159.79
37140,-485.611,-1832.8,-681.012,-1326.53
37141,-346.377,-1670.13,-734.8,-1343.59
37142,-603.283,-1130.32,-772.949,-1271.95
37143,-551.071,-1856.04,-428.526,-1263.24
37144,-237.767,-1690.19,-551.41,-1368.68
37145,-944.655,-1738.13,-585.395,-1116.46
37146,-889.083,-1881.57,-545.79,-1279.55
37147,-956.951,-1590.13,-310.316,-1291.39
37148,-831.708,-1899.77,-574.592,-1327.05
37149,-1069.49,-1622.42,-645.032,-1115.73
37150,-746.377,-1703.81,-642.678,-1241.51
37151,-929.753,-1662.27,-815.921,-1288.48
37152,-945.334,-1780.68,-624.398,-1239.08
37153,-1018.5,-1831.12,-493.58,-1143.97
